2 Replacement,,,,
10,13,0:00:15,1,3
10,13,0:04:07,1,3
10,13,0:00:58,1,3
10,13,0:00:34,1,3
10,13,0:00:49,1,3
10,13,0:00:13,1,3
10,13,0:00:25,1,3
10,13,0:04:09,1,3
10,13,0:00:20,1,3
10,13,0:00:13,1,3
7,11,0:00:05,1,4
7,11,0:00:07,1,4
7,11,0:00:06,1,4
7,11,0:00:05,1,4
7,11,0:00:06,1,4
7,11,0:00:06,1,4
7,11,0:00:06,1,4
7,11,0:00:06,1,4
7,11,0:00:06,1,4
7,11,0:00:08,1,4
8,15,0:00:07,1,3
8,15,0:00:06,1,3
8,15,0:00:11,1,3
8,15,0:00:08,1,3
8,15,0:00:09,1,3
8,15,0:00:08,1,3
8,15,0:00:13,1,3
8,15,0:00:07,1,3
8,15,0:00:06,1,3
8,15,0:00:13,1,3
4,13,0:00:19,1,5
4,13,0:00:46,1,5
4,13,0:00:45,1,5
4,13,0:00:31,1,5
4,13,0:00:51,1,5
4,13,0:01:14,1,5
4,13,0:01:55,1,5
4,13,0:00:38,1,5
4,13,0:00:35,1,5
4,13,0:01:09,1,5
5,8,0:00:04,1,4
5,8,0:00:05,1,4
5,8,0:00:04,1,4
5,8,0:00:05,1,4
5,8,0:00:04,1,4
5,8,0:00:04,1,4
5,8,0:00:04,1,4
5,8,0:00:04,1,4
5,8,0:00:04,1,4
5,8,0:00:04,1,4
6,11,0:00:35,1,6
6,11,0:00:15,1,6
6,11,0:01:02,1,6
6,11,0:00:10,1,6
6,11,0:00:17,1,6
6,11,0:00:19,1,6
6,11,0:00:53,1,6
6,11,0:00:13,1,6
6,11,0:00:15,1,6
6,11,0:00:13,1,6
7,9,0:00:09,1,3
7,9,0:00:08,1,3
7,9,0:00:06,1,3
7,9,0:00:05,1,3
7,9,0:00:04,1,3
7,9,0:00:07,1,3
7,9,0:00:05,1,3
7,9,0:00:04,1,3
7,9,0:00:07,1,3
7,9,0:00:08,1,3
10,13,0:00:04,1,3
10,13,0:00:04,1,3
10,13,0:00:05,1,3
10,13,0:00:05,1,3
10,13,0:00:05,1,3
10,13,0:00:04,1,3
10,13,0:00:04,1,3
10,13,0:00:04,1,3
10,13,0:00:04,1,3
10,13,0:00:05,1,3
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:10,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:10,1,4
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
4,13,0:00:14,1,5
4,13,0:00:15,1,5
4,13,0:00:14,1,5
4,13,0:00:13,1,5
4,13,0:00:14,1,5
4,13,0:00:14,1,5
4,13,0:00:14,1,5
4,13,0:00:15,1,5
4,13,0:00:14,1,5
4,13,0:00:14,1,5
5,8,0:00:06,1,4
5,8,0:00:06,1,4
5,8,0:00:05,1,4
5,8,0:00:06,1,4
5,8,0:00:06,1,4
5,8,0:00:05,1,4
5,8,0:00:05,1,4
5,8,0:00:06,1,4
5,8,0:00:05,1,4
5,8,0:00:05,1,4
6,11,0:00:13,1,6
6,11,0:00:16,1,6
6,11,0:00:13,1,6
6,11,0:00:13,1,6
6,11,0:00:14,1,6
6,11,0:00:15,1,6
6,11,0:00:16,1,6
6,11,0:00:14,1,6
6,11,0:00:16,1,6
6,11,0:00:15,1,6
7,9,0:00:11,1,3
7,9,0:00:11,1,3
7,9,0:00:11,1,3
7,9,0:00:11,1,3
7,9,0:00:12,1,3
7,9,0:00:13,1,3
7,9,0:00:11,1,3
7,9,0:00:11,1,3
7,9,0:00:11,1,3
7,9,0:00:11,1,3
2 Deletion,,,,
7,11,0:00:13,1,4
7,11,0:00:31,1,4
7,11,0:00:20,1,4
7,11,0:00:29,1,4
7,11,0:00:11,1,4
7,11,0:00:11,1,4
7,11,0:00:10,1,4
7,11,0:00:07,1,4
7,11,0:00:07,1,4
7,11,0:00:11,1,4
8,15,0:00:19,1,3
8,15,0:00:09,1,3
8,15,0:00:16,1,3
8,15,0:00:17,1,3
8,15,0:00:19,1,3
8,15,0:00:18,1,3
8,15,0:00:15,1,3
8,15,0:00:13,1,3
8,15,0:00:10,1,3
8,15,0:00:10,1,3
4,13,0:01:22,1,5
10,11,0:14:59,1,3
4,13,0:05:00,1,5
4,13,0:02:06,1,5
4,13,0:01:28,1,5
4,13,0:04:45,1,5
4,13,0:03:10,1,5
4,13,0:02:48,1,5
5,8,0:00:14,1,4
5,7,0:00:11,1,4
5,8,0:00:11,1,4
5,8,0:00:08,1,4
5,8,0:00:16,1,4
5,8,0:00:09,1,4
5,8,0:00:09,1,4
5,8,0:00:12,1,4
5,8,0:00:11,1,4
5,8,0:00:11,1,4
6,11,0:00:41,1,6
6,11,0:00:41,1,6
6,11,0:00:48,1,6
6,11,0:00:37,1,6
4,13,0:06:51,1,5
6,11,0:00:55,1,6
6,11,0:00:29,1,6
6,11,0:01:31,1,6
6,11,0:00:48,1,6
6,11,0:00:20,1,6
7,8,0:00:09,1,3
7,9,0:00:09,1,3
4,13,0:09:38,1,5
7,9,0:00:05,1,3
7,9,0:00:05,1,3
7,9,0:00:06,1,3
7,9,0:00:08,1,3
7,9,0:00:04,1,3
7,9,0:00:06,1,3
7,9,0:00:05,1,3
7,9,0:00:05,1,3
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
4,13,0:00:14,1,5
4,13,0:00:15,1,5
4,13,0:00:15,1,5
4,13,0:00:14,1,5
4,13,0:00:14,1,5
4,13,0:00:15,1,5
4,13,0:00:14,1,5
4,13,0:00:14,1,5
4,13,0:00:15,1,5
4,13,0:00:14,1,5
5,8,0:00:05,1,4
5,8,0:00:06,1,4
5,8,0:00:06,1,4
5,8,0:00:05,1,4
5,8,0:00:05,1,4
5,8,0:00:05,1,4
5,8,0:00:05,1,4
5,8,0:00:06,1,4
5,8,0:00:06,1,4
5,8,0:00:06,1,4
6,11,0:00:14,1,6
6,11,0:00:13,1,6
6,11,0:00:13,1,6
6,11,0:00:13,1,6
6,11,0:00:12,1,6
6,10,0:00:13,1,6
6,11,0:00:13,1,6
6,11,0:00:13,1,6
6,11,0:00:13,1,6
6,11,0:00:13,1,6
7,9,0:00:08,1,3
7,9,0:00:09,1,3
7,9,0:00:09,1,3
7,9,0:00:09,1,3
7,9,0:00:09,1,3
7,9,0:00:09,1,3
7,9,0:00:09,1,3
7,9,0:00:09,1,3
7,9,0:00:08,1,3
7,9,0:00:09,1,3
10,13,0:00:57,1,3
10,13,0:00:45,1,3
10,13,0:02:20,1,3
10,13,0:00:55,1,3
10,13,0:00:09,1,3
10,13,0:00:52,1,3
10,13,0:01:09,1,3
10,13,0:00:10,1,3
10,13,0:00:05,1,3
10,13,0:01:08,1,3
10,13,0:00:05,1,3
10,13,0:00:04,1,3
10,13,0:00:06,1,3
10,13,0:00:06,1,3
10,13,0:00:04,1,3
10,13,0:00:04,1,3
10,13,0:00:04,1,3
10,13,0:00:05,1,3
10,12,0:00:05,1,3
1 Deletion,,,,
10,13,0:00:23,1,3
10,13,0:00:10,1,3
10,13,0:00:22,1,3
10,13,0:00:12,1,3
10,13,0:00:10,1,3
10,13,0:00:24,1,3
10,13,0:00:16,1,3
10,13,0:00:10,1,3
10,13,0:00:10,1,3
10,13,0:00:12,1,3
7,11,0:00:08,1,4
7,11,0:00:08,1,4
7,11,0:00:06,1,4
7,11,0:00:07,1,4
7,11,0:00:06,1,4
7,11,0:00:07,1,4
7,11,0:00:06,1,4
7,11,0:00:07,1,4
7,11,0:00:06,1,4
7,11,0:00:08,1,4
8,15,0:00:06,1,3
8,15,0:00:06,1,3
8,15,0:00:10,1,3
8,15,0:00:08,1,3
8,15,0:00:12,1,3
8,15,0:00:12,1,3
8,15,0:00:07,1,3
8,15,0:00:10,1,3
8,15,0:00:10,1,3
8,15,0:00:08,1,3
4,13,0:00:37,1,5
4,13,0:01:36,1,5
4,13,0:01:07,1,5
4,13,0:00:40,1,5
4,13,0:00:20,1,5
4,13,0:00:24,1,5
4,13,0:00:25,1,5
4,13,0:00:17,1,5
4,13,0:00:37,1,5
4,13,0:00:56,1,5
5,8,0:00:05,1,4
5,8,0:00:06,1,4
5,8,0:00:04,1,4
5,8,0:00:05,1,4
5,8,0:00:04,1,4
5,8,0:00:05,1,4
5,8,0:00:04,1,4
5,8,0:00:06,1,4
5,8,0:00:05,1,4
5,8,0:00:06,1,4
6,11,0:00:15,1,6
6,11,0:00:12,1,6
6,11,0:00:17,1,6
6,11,0:00:19,1,6
6,11,0:00:46,1,6
6,11,0:01:02,1,6
6,11,0:00:17,1,6
6,11,0:00:18,1,6
6,11,0:00:17,1,6
6,11,0:00:44,1,6
7,9,0:00:06,1,3
7,9,0:00:10,1,3
7,9,0:00:09,1,3
7,9,0:00:07,1,3
7,9,0:00:04,1,3
7,9,0:00:06,1,3
7,9,0:00:05,1,3
7,9,0:00:05,1,3
7,9,0:00:09,1,3
7,9,0:00:06,1,3
10,13,0:00:04,1,3
10,13,0:00:04,1,3
10,13,0:00:04,1,3
10,13,0:00:04,1,3
10,13,0:00:05,1,3
10,13,0:00:05,1,3
10,13,0:00:04,1,3
10,13,0:00:04,1,3
10,13,0:00:04,1,3
10,13,0:00:04,1,3
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
7,11,0:00:09,1,4
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
4,13,0:00:15,1,5
4,13,0:00:14,1,5
4,13,0:00:15,1,5
4,13,0:00:15,1,5
4,13,0:00:15,1,5
4,13,0:00:16,1,5
4,13,0:00:16,1,5
4,13,0:00:15,1,5
4,13,0:00:14,1,5
4,13,0:00:15,1,5
5,8,0:00:05,1,4
5,8,0:00:05,1,4
5,8,0:00:06,1,4
5,8,0:00:05,1,4
5,8,0:00:05,1,4
5,8,0:00:06,1,4
5,8,0:00:06,1,4
5,8,0:00:05,1,4
5,8,0:00:06,1,4
5,8,0:00:05,1,4
6,11,0:00:13,1,6
6,11,0:00:13,1,6
6,11,0:00:13,1,6
6,11,0:00:13,1,6
6,11,0:00:13,1,6
6,11,0:00:13,1,6
6,11,0:00:12,1,6
6,11,0:00:13,1,6
6,11,0:00:13,1,6
6,11,0:00:13,1,6
7,9,0:00:08,1,3
7,9,0:00:08,1,3
7,9,0:00:08,1,3
7,9,0:00:08,1,3
7,9,0:00:09,1,3
7,9,0:00:08,1,3
7,9,0:00:09,1,3
7,9,0:00:09,1,3
7,9,0:00:09,1,3
7,9,0:00:09,1,3
1 Replacement,,,,
10,13,0:00:14,1,3
10,13,0:00:13,1,3
10,13,0:00:24,1,3
10,13,0:00:14,1,3
10,13,0:00:07,1,3
10,13,0:00:09,1,3
10,13,0:00:09,1,3
10,13,0:00:08,1,3
10,13,0:00:20,1,3
10,13,0:00:20,1,3
7,11,0:00:06,1,4
7,11,0:00:07,1,4
7,11,0:00:07,1,4
7,11,0:00:06,1,4
7,11,0:00:06,1,4
7,11,0:00:05,1,4
7,11,0:00:07,1,4
7,11,0:00:07,1,4
7,11,0:00:05,1,4
7,11,0:00:05,1,4
8,15,0:00:08,1,3
8,15,0:00:08,1,3
8,15,0:00:08,1,3
8,15,0:00:07,1,3
8,15,0:00:08,1,3
8,15,0:00:09,1,3
8,15,0:00:10,1,3
8,15,0:00:06,1,3
8,15,0:00:07,1,3
8,15,0:00:07,1,3
4,13,0:00:16,1,5
4,13,0:00:58,1,5
4,13,0:00:23,1,5
4,13,0:00:27,1,5
4,13,0:00:24,1,5
4,13,0:01:08,1,5
4,13,0:00:33,1,5
4,13,0:00:14,1,5
4,13,0:00:33,1,5
4,13,0:00:20,1,5
5,8,0:00:08,1,4
5,8,0:00:04,1,4
5,8,0:00:05,1,4
5,8,0:00:05,1,4
5,8,0:00:06,1,4
5,8,0:00:05,1,4
5,8,0:00:05,1,4
5,8,0:00:05,1,4
5,8,0:00:06,1,4
5,8,0:00:06,1,4
6,11,0:00:14,1,6
6,11,0:00:16,1,6
6,11,0:00:18,1,6
6,11,0:00:18,1,6
6,11,0:00:24,1,6
6,11,0:00:43,1,6
6,11,0:00:15,1,6
6,11,0:00:13,1,6
6,11,0:00:19,1,6
6,11,0:00:20,1,6
7,9,0:00:08,1,3
7,9,0:00:07,1,3
7,9,0:00:05,1,3
7,9,0:00:06,1,3
7,9,0:00:06,1,3
7,9,0:00:06,1,3
7,9,0:00:05,1,3
7,9,0:00:06,1,3
7,9,0:00:06,1,3
7,9,0:00:05,1,3
10,13,0:00:04,1,3
10,13,0:00:05,1,3
10,13,0:00:05,1,3
10,13,0:00:06,1,3
10,13,0:00:06,1,3
10,13,0:00:04,1,3
10,13,0:00:05,1,3
10,13,0:00:04,1,3
10,13,0:00:05,1,3
10,13,0:00:05,1,3
7,11,0:00:09,1,4
7,11,0:00:10,1,4
7,11,0:00:12,1,4
7,11,0:00:10,1,4
7,11,0:00:09,1,4
7,11,0:00:10,1,4
7,11,0:00:11,1,4
7,11,0:00:10,1,4
7,11,0:00:10,1,4
7,11,0:00:09,1,4
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:03,1,3
8,15,0:00:04,1,3
4,13,0:00:19,1,5
4,13,0:00:20,1,5
4,13,0:00:20,1,5
4,13,0:00:20,1,5
4,13,0:00:18,1,5
4,13,0:00:18,1,5
4,13,0:00:19,1,5
4,13,0:00:19,1,5
4,13,0:00:19,1,5
4,13,0:00:18,1,5
5,8,0:00:07,1,4
5,8,0:00:07,1,4
5,8,0:00:07,1,4
5,8,0:00:07,1,4
5,8,0:00:06,1,4
5,8,0:00:07,1,4
5,8,0:00:08,1,4
5,8,0:00:08,1,4
5,8,0:00:08,1,4
5,8,0:00:08,1,4
6,11,0:00:17,1,6
6,11,0:00:16,1,6
6,11,0:00:16,1,6
6,11,0:00:16,1,6
6,11,0:00:17,1,6
6,11,0:00:17,1,6
6,11,0:00:17,1,6
6,11,0:00:16,1,6
6,11,0:00:16,1,6
6,11,0:00:16,1,6
7,9,0:00:12,1,3
7,9,0:00:11,1,3
7,9,0:00:11,1,3
7,9,0:00:14,1,3
7,9,0:00:11,1,3
7,9,0:00:09,1,3
7,9,0:00:12,1,3
7,9,0:00:10,1,3
7,9,0:00:09,1,3
7,9,0:00:12,1,3
